Current Board,Optimal Move
100222101,120222101
100222110,120222110
100222111,120222111
100222112,110222112
100222121,110222121
100222211,110222211
101000002,121000002
101000020,121000020
101000022,121000022
101000122,121000122
101000200,121000200
101000202,121000202
101000212,121000212
101000220,121000220
101000221,121000221
101000222,101100222
101001022,101001222
101001202,101001222
101001220,101001222
101001222,121001222
101002000,121002000
101002002,121002002
101002012,121002012
101002020,121002020
101002021,121002021
101002022,101102022
101002102,121002102
101002120,121002120
101002122,121002122
101002200,121002200
101002201,121002201
101002202,101102202
101002210,121002210
101002212,121002212
101002220,101102220
101002221,121002221
101010022,101010222
101010202,101010222
101010220,101010222
101010222,121010222
101011222,121011222
101012002,121012002
101012020,121012020
101012022,121012022
101012122,121012122
101012200,121012200
101012202,121012202
101012212,121012212
101012220,121012220
101012221,121012221
101012222,101112222
101020000,121020000
101020002,121020002
101020012,121020012
101020020,101220020
101020021,121020021
101020022,101120022
101020102,121020102
101020120,121020120
101020122,101220122
101020200,121020200
101020201,121020201
101020202,101120202
101020210,121020210
101020212,121020212
101020220,101120220
101020221,101220221
101021002,121021002
101021020,121021020
101021022,101221022
101021122,121021122
101021200,121021200
101021202,121021202
101021212,121021212
101021220,101221220
101021221,121021221
101021222,101121222
101022000,121022000
101022001,101222001
101022002,101122002
101022010,101222010
101022012,121022012
101022020,101122020
101022021,101022221
101022100,101222100
101022102,121022102
101022112,101222112
101022120,101022122
101022121,121022121
101022122,111022122
101022200,101122200
101022201,121022201
101022210,121022210
101022211,101222211
101022212,101122212
101022221,101122221
101100022,101100222
101100202,101100222
101100220,101100222
101100222,121100222
101101222,121101222
101102002,121102002
101102020,121102020
101102022,121102022
101102122,121102122
101102200,121102200
101102202,121102202
101102212,121102212
101102220,121102220
101102221,121102221
101102222,101112222
101110222,121110222
101112022,101112222
101112202,101112222
101112220,101112222
101112222,121112222
101120002,121120002
101120020,121120020
101120022,101122022
101120122,121120122
101120200,121120200
101120202,121120202
101120212,121120212
101120220,101122220
101120221,121120221
101120222,101121222
101121022,121121022
101121202,101121222
101121220,121121220
101121222,121121222
101122000,121122000
101122002,121122002
101122012,121122012
101122020,101122220
101122021,121122021
101122022,111122022
101122102,121122102
101122120,121122120
101122122,121122122
101122200,121122200
101122201,121122201
101122202,101122212
101122210,121122210
101122212,121122212
101122220,101122221
101122221,121122221
101200000,121200000
101200002,121200002
101200012,121200012
101200020,121200020
101200021,121200021
101200022,101210022
101200102,121200102
101200120,121200120
101200122,121200122
101200200,121200200
101200201,121200201
101200202,101210202
101200210,121200210
101200212,121200212
101200220,101210220
101200221,121200221
101201002,121201002
101201020,121201020
101201022,121201022
101201122,121201122
101201200,121201200
101201202,121201202
101201212,121201212
101201220,121201220
101201221,121201221
101201222,101211222
101202000,121202000
101202001,101222001
101202002,101212002
101202010,101222010
101202012,121202012
101202020,101212020
101202021,121202021
101202100,101222100
101202102,121202102
101202112,101222112
101202120,121202120
101202121,101222121
101202122,111202122
101202200,101212200
101202201,121202201
101202210,121202210
101202211,101222211
101202212,101212212
101202221,111202221
101210002,121210002
101210020,121210020
101210022,121210022
101210122,121210122
101210200,121210200
101210202,121210202
101210212,121210212
101210220,121210220
101210221,121210221
101210222,101211222
101211022,101211222
101211202,101211222
101211220,101211222
101211222,121211222
101212000,121212000
101212002,121212002
101212012,121212012
101212020,121212020
101212021,121212021
101212022,111212022
101212102,121212102
101212120,121212120
101212122,121212122
101212200,121212200
101212201,121212201
101212202,101212212
101212210,121212210
101212212,121212212
101212220,111212220
101212221,121212221
101220000,121220000
101220001,101222001
101220002,101221002
101220010,101222010
101220012,121220012
101220020,101221020
101220021,101220221
101220100,101222100
101220102,121220102
101220112,101222112
101220120,101220122
101220121,121220121
101220122,101221122
101220200,101221200
101220201,121220201
101220210,121220210
101220211,101222211
101220212,101221212
101220221,111220221
101221000,121221000
101221002,121221002
101221012,121221012
101221020,101221220
101221021,121221021
101221022,101221122
101221102,121221102
101221120,121221120
101221122,121221122
101221200,121221200
101221201,121221201
101221202,101221212
101221210,121221210
101221212,121221212
101221220,111221220
101221221,121221221
101222000,101222100
101222001,121222001
101222010,121222010
101222011,121222011
101222012,101222112
101222021,101222121
101222100,121222100
101222101,121222101
101222102,101222112
101222110,121222110
101222112,121222112
101222120,101222121
101222121,121222121
101222201,101222211
101222210,101222211
101222211,121222211
102000000,122000000
102000001,102020001
102000002,112000002
102000010,102000012
102000012,122000012
102000020,112000020
102000021,102200021
102000100,102200100
102000102,122000102
102000112,102002112
102000120,102200120
102000121,122000121
102000122,112000122
102000200,112000200
102000201,122000201
102000210,122000210
102000211,102020211
102000212,102100212
102000221,112000221
102001000,102201000
102001002,122001002
102001012,102201012
102001020,102201020
102001021,102021021
102001022,112001022
102001102,102201102
102001120,102201120
102001122,102201122
102001200,122001200
102001201,102021201
102001202,112001202
102001210,102021210
102001212,122001212
102001220,112001220
102001221,122001221
102002000,112002000
102002001,122002001
102002010,122002010
102002011,122002011
102002012,112002012
102002021,112002021
102002100,122002100
102002101,122002101
102002102,112002102
102002110,102002112
102002112,122002112
102002120,112002120
102002121,122002121
102002201,112002201
102002210,102102210
102002211,122002211
102010000,102010002
102010002,122010002
102010012,102012012
102010020,122010020
102010021,122010021
102010022,112010022
102010102,102012102
102010120,122010120
102010122,122010122
102010200,122010200
102010201,122010201
102010202,112010202
102010210,122010210
102010212,122010212
102010220,112010220
102010221,122010221
102011002,102211002
102011020,122011020
102011022,122011022
102011122,102211122
102011200,122011200
102011202,122011202
102011212,122011212
102011220,122011220
102011221,122011221
102011222,112011222
102012000,122012000
102012001,122012001
102012002,112012002
102012010,102012012
102012012,122012012
102012020,112012020
102012021,122012021
102012100,102012102
102012102,122012102
102012112,122012112
102012120,122012120
102012121,122012121
102012122,112012122
102012200,112012200
102012201,122012201
102012210,122012210
102012211,122012211
102012212,102112212
102012221,112012221
102020000,112020000
102020001,122020001
102020010,122020010
102020011,102020211
102020012,112020012
102020021,102021021
102020100,122020100
102020101,122020101
102020102,112020102
102020110,122020110
102020112,122020112
102020120,112020120
102020121,102220121
102020201,112020201
102020210,112020210
102020211,122020211
102021000,122021000
102021001,102021201
102021002,112021002
102021010,102021210
102021012,122021012
102021020,102021021
102021021,102221021
102021100,102221100
102021102,102221102
102021112,102221112
102021120,102221120
102021121,122021121
102021122,112021122
102021200,112021200
102021201,122021201
102021210,122021210
102021211,122021211
102021212,112021212
102021221,112021221
102022001,112022001
102022010,112022010
102022011,122022011
102022100,112022100
102022101,122022101
102022110,122022110
102022111,102222111
102022112,112022112
102022121,112022121
102022211,112022211
102100000,102100200
102100002,122100002
102100012,102102012
102100020,122100020
102100021,122100021
102100022,112100022
102100102,122100102
102100120,122100120
102100122,122100122
102100200,122100200
102100201,102120201
102100202,112100202
102100210,102120210
102100212,122100212
102100220,112100220
102100221,122100221
102101002,122101002
102101020,122101020
102101022,122101022
102101122,122101122
102101200,102121200
102101202,122101202
102101212,102121212
102101220,122101220
102101221,102121221
102101222,112101222
102102000,122102000
102102001,122102001
102102002,112102002
102102010,102102012
102102012,122102012
102102020,112102020
102102021,122102021
102102100,122102100
102102102,122102102
102102112,122102112
102102120,122102120
102102121,122102121
102102122,112102122
102102200,112102200
102102201,122102201
102102210,122102210
102102211,102122211
102102212,112102212
102102221,112102221
102110002,102112002
102110020,122110020
102110022,122110022
102110122,122110122
102110200,122110200
102110202,122110202
102110212,102112212
102110220,122110220
102110221,122110221
102110222,112110222
102111022,122111022
102111202,122111202
102111220,122111220
102111222,122111222
102112000,102112002
102112002,122112002
102112012,122112012
102112020,122112020
102112021,122112021
102112022,112112022
102112102,122112102
102112120,122112120
102112122,122112122
102112200,122112200
102112201,122112201
102112202,112112202
102112210,102112212
102112212,122112212
102112220,112112220
102112221,122112221
102120000,122120000
102120001,102120201
102120002,112120002
102120010,102120210
102120012,122120012
102120020,112120020
102120021,102122021
102120100,122120100
102120102,122120102
102120112,122120112
102120120,122120120
102120121,122120121
102120122,112120122
102120200,112120200
102120201,122120201
102120210,122120210
102120211,122120211
102120212,112120212
102120221,112120221
102121000,102121200
102121002,122121002
102121012,102121212
102121020,102121022
102121021,122121021
102121022,112121022
102121102,122121102
102121120,122121120
102121122,122121122
102121200,122121200
102121201,122121201
102121202,112121202
102121210,122121210
102121212,122121212
102121220,112121220
102121221,122121221
102122000,112122000
102122001,122122001
102122010,122122010
102122011,102122211
102122012,112122012
102122021,112122021
102122100,122122100
102122101,122122101
102122102,112122102
102122110,122122110
102122112,122122112
102122120,112122120
102122121,122122121
102122201,112122201
102122210,112122210
102122211,122122211
102200000,102201000
102200001,122200001
102200010,122200010
102200011,122200011
102200012,102201012
102200021,112200021
102200100,122200100
102200101,122200101
102200102,112200102
102200110,102200112
102200112,122200112
102200120,112200120
102200121,122200121
102200201,112200201
102200210,102201210
102200211,122200211
102201000,122201000
102201001,102221001
102201002,112201002
102201010,102221010
102201012,122201012
102201020,112201020
102201021,122201021
102201100,102221100
102201102,122201102
102201112,122201112
102201120,102201122
102201121,102221121
102201122,112201122
102201200,112201200
102201201,122201201
102201210,122201210
102201211,102221211
102201212,112201212
102201221,112201221
102202001,112202001
102202010,112202010
102202011,122202011
102202100,112202100
102202101,122202101
102202110,122202110
102202111,102222111
102202112,112202112
102202121,112202121
102202211,112202211
102210000,122210000
102210001,122210001
102210002,102211002
102210010,122210010
102210012,122210012
102210020,112210020
102210021,122210021
102210100,102210102
102210102,122210102
102210112,102212112
102210120,122210120
102210121,122210121
102210122,112210122
102210200,112210200
102210201,122210201
102210210,122210210
102210211,122210211
102210212,102211212
102210221,112210221
102211000,102211002
102211002,122211002
102211012,122211012
102211020,122211020
102211021,122211021
102211022,112211022
102211102,122211102
102211120,102211122
102211122,122211122
102211200,122211200
102211201,122211201
102211202,112211202
102211210,122211210
102211212,122211212
102211220,112211220
102211221,122211221
102212000,112212000
102212001,122212001
102212010,122212010
102212011,122212011
102212012,102212112
102212021,112212021
102212100,122212100
102212101,122212101
102212102,112212102
102212110,102212112
102212112,122212112
102212120,112212120
102212121,122212121
102212201,112212201
102212210,112212210
102212211,122212211
102220001,112220001
102220010,112220010
102220011,122220011
102220100,112220100
102220101,122220101
102220110,122220110
102220111,102222111
102220112,112220112
102220121,112220121
102220211,112220211
102221000,112221000
102221001,122221001
102221010,122221010
102221011,102221211
102221012,112221012
102221021,112221021
102221100,102221102
102221101,102221121
102221102,112221102
102221110,102221112
102221112,122221112
102221120,112221120
102221121,122221121
102221201,112221201
102221210,112221210
102221211,122221211
102222011,112222011
102222101,112222101
102222110,112222110
102222111,122222111
110000002,112000002
110000020,112000020
110000022,112000022
110000122,112000122
110000200,112000200
110000202,112000202
110000212,112000212
110000220,112000220
110000221,112000221
110000222,110100222
110001022,110001222
110001202,110001222
110001220,110001222
110001222,112001222
110002000,112002000
110002002,110202002
110002012,112002012
110002020,112002020
110002021,112002021
110002022,110102022
110002102,112002102
110002120,112002120
110002122,110202122
110002200,112002200
110002201,112002201
110002202,110102202
110002210,112002210
110002212,110202212
110002220,110102220
110002221,112002221
110010022,110010222
110010202,110010222
110010220,110010222
110010222,112010222
110011222,112011222
110012002,112012002
110012020,112012020
110012022,110212022
110012122,112012122
110012200,112012200
110012202,110212202
110012212,112012212
110012220,112012220
110012221,112012221
110012222,110112222
110020000,112020000
110020002,112020002
110020012,112020012
110020020,112020020
110020021,112020021
110020022,110120022
110020102,112020102
110020120,112020120
110020122,112020122
110020200,110220200
110020201,112020201
110020202,110120202
110020210,112020210
110020212,110220212
110020220,110120220
110020221,110220221
110021002,112021002
110021020,112021020
110021022,112021022
110021122,112021122
110021200,112021200
110021202,110221202
110021212,112021212
110021220,110221220
110021221,112021221
110021222,110121222
110022000,112022000
110022001,110222001
110022002,110122002
110022010,110222010
110022012,110022212
110022020,110122020
110022021,112022021
110022100,110222100
110022102,110022122
110022112,112022112
110022120,112022120
110022121,110222121
110022122,111022122
110022200,110122200
110022201,110022221
110022210,110022212
110022211,112022211
110022212,110122212
110022221,110122221
110100022,110100222
110100202,110100222
110100220,110100222
110100222,112100222
110101222,112101222
110102002,112102002
110102020,112102020
110102022,110122022
110102122,112102122
110102200,112102200
110102202,110122202
110102212,112102212
110102220,112102220
110102221,112102221
110102222,110112222
110110222,112110222
110112022,112112022
110112202,112112202
110112220,110112222
110112222,112112222
110120002,112120002
110120020,112120020
110120022,112120022
110120122,112120122
110120200,112120200
110120202,110122202
110120212,112120212
110120220,110122220
110120221,112120221
110120222,110121222
110121022,110121222
110121202,112121202
110121220,112121220
110121222,112121222
110122000,112122000
110122002,110122202
110122012,112122012
110122020,112122020
110122021,112122021
110122022,111122022
110122102,112122102
110122120,112122120
110122122,112122122
110122200,110122220
110122201,112122201
110122202,110122212
110122210,112122210
110122212,112122212
110122220,110122221
110122221,112122221
110200000,112200000
110200002,112200002
110200012,112200012
110200020,112200020
110200021,112200021
110200022,110210022
110200102,112200102
110200120,112200120
110200122,112200122
110200200,112200200
110200201,112200201
110200202,110210202
110200210,112200210
110200212,112200212
110200220,110210220
110200221,112200221
110201002,112201002
110201020,112201020
110201022,112201022
110201122,112201122
110201200,112201200
110201202,112201202
110201212,112201212
110201220,112201220
110201221,112201221
110201222,110211222
110202000,112202000
110202001,110222001
110202002,110212002
110202010,110222010
110202012,110202212
110202020,110212020
110202021,112202021
110202100,110222100
110202102,110202122
110202112,112202112
110202120,112202120
110202121,110222121
110202122,110212122
110202200,110212200
110202201,112202201
110202210,112202210
110202211,110222211
110202212,111202212
110202221,111202221
110210002,112210002
110210020,112210020
110210022,112210022
110210122,112210122
110210200,112210200
110210202,112210202
110210212,112210212
110210220,112210220
110210221,112210221
110210222,110211222
110211022,110211222
110211202,110211222
110211220,110211222
110211222,112211222
110212000,112212000
110212002,110212202
110212012,112212012
110212020,112212020
110212021,112212021
110212022,110212122
110212102,112212102
110212120,112212120
110212122,112212122
110212200,112212200
110212201,112212201
110212202,111212202
110212210,112212210
110212212,112212212
110212220,111212220
110212221,112212221
110220000,112220000
110220001,110222001
110220002,110221002
110220010,110222010
110220012,112220012
110220020,110221020
110220021,112220021
110220100,110222100
110220102,112220102
110220112,110222112
110220120,112220120
110220121,110222121
110220122,110221122
110220200,110221200
110220201,110220221
110220210,110220212
110220211,112220211
110220212,110221212
110220221,110221221
110221000,112221000
110221002,112221002
110221012,112221012
110221020,112221020
110221021,112221021
110221022,110221122
110221102,112221102
110221120,112221120
110221122,112221122
110221200,110221220
110221201,112221201
110221202,110221212
110221210,112221210
110221212,112221212
110221220,110221221
110221221,112221221
110222000,110222100
110222001,112222001
110222010,112222010
110222011,112222011
110222012,110222112
110222021,110222121
110222100,112222100
110222101,112222101
110222102,110222112
110222110,112222110
110222112,112222112
110222120,110222121
110222121,112222121
110222201,110222211
110222210,110222211
110222211,112222211
111000022,111200022
111000202,111200202
111000220,111200220
111000222,111200222
111001222,111201222
111002002,111202002
111002020,111202020
111002022,111202022
111002122,111202122
111002200,111202200
111002202,111202202
111002212,111202212
111002220,111202220
111002221,111202221
111002222,111102222
111010222,111210222
111012022,111212022
111012202,111212202
111012220,111212220
111012222,111212222
111020002,111220002
111020020,111220020
111020022,111220022
111020122,111220122
111020200,111220200
111020202,111220202
111020212,111220212
111020220,111220220
111020221,111220221
111020222,111120222
111021022,111221022
111021202,111221202
111021220,111221220
111021222,111221222
111022000,111222000
111022002,111222002
111022012,111222012
111022020,111222020
111022021,111222021
111022022,111122022
111022102,111222102
111022120,111222120
111022122,111222122
111022200,111222200
111022201,111222201
111022202,111122202
111022210,111222210
111022212,111222212
111022220,111122220
111022221,111222221
111100222,111120222
111102022,111122022
111102202,111122202
111102220,111122220
111102222,111122222
111120022,111122022
111120202,111122202
111120220,111122220
111120222,111122222
111122002,111122202
111122020,111122220
111122022,111122222
111122200,111122220
111122202,111122222
111122220,111122222
111200002,111220002
111200020,111220020
111200022,111220022
111200122,111220122
111200200,111220200
111200202,111220202
111200212,111220212
111200220,111220220
111200221,111220221
111200222,111210222
111201022,111221022
111201202,111221202
111201220,111221220
111201222,111221222
111202000,111222000
111202002,111222002
111202012,111222012
111202020,111222020
111202021,111222021
111202022,111212022
111202102,111222102
111202120,111222120
111202122,111222122
111202200,111222200
111202201,111222201
111202202,111212202
111202210,111222210
111202212,111222212
111202220,111212220
111202221,111222221
111210022,111212022
111210202,111212202
111210220,111212220
111210222,111212222
111212002,111212202
111212020,111212220
111212022,111212222
111212200,111212220
111212202,111212222
111212220,111212222
111220000,111222000
111220002,111222002
111220012,111222012
111220020,111222020
111220021,111222021
111220022,111221022
111220102,111222102
111220120,111222120
111220122,111222122
111220200,111222200
111220201,111222201
111220202,111221202
111220210,111222210
111220212,111222212
111220220,111221220
111220221,111222221
111221002,111221202
111221020,111221220
111221022,111221222
111221200,111221220
111221202,111221222
111221220,111221222
111222000,111222200
111222001,111222201
111222002,111222102
111222010,111222210
111222012,111222212
111222020,111222120
111222021,111222221
111222100,111222120
111222102,111222122
111222120,111222122
111222200,111222210
111222201,111222221
111222210,111222212
112000000,112002000
112000002,112200002
112000012,112002012
112000020,112200020
112000021,112020021
112000022,112010022
112000102,112002102
112000120,112200120
112000122,112200122
112000200,112200200
112000201,112020201
112000202,112100202
112000210,112020210
112000212,112200212
112000220,112100220
112000221,112200221
112001002,112001202
112001020,112001220
112001022,112201022
112001122,112201122
112001200,112021200
112001202,112201202
112001212,112021212
112001220,112201220
112001221,112021221
112001222,112101222
112002000,112202000
112002001,112022001
112002002,112102002
112002010,112002012
112002012,112202012
112002020,112102020
112002021,112202021
112002100,112002102
112002102,112202102
112002112,112202112
112002120,112202120
112002121,112202121
112002122,112012122
112002200,112102200
112002201,112202201
112002210,112202210
112002211,112022211
112002212,112102212
112002221,112102221
112010002,112012002
112010020,112010022
112010022,112210022
112010122,112012122
112010200,112210200
112010202,112210202
112010212,112210212
112010220,112210220
112010221,112210221
112010222,112110222
112011022,112011222
112011202,112011222
112011220,112011222
112011222,112211222
112012000,112012002
112012002,112212002
112012012,112212012
112012020,112212020
112012021,112212021
112012022,112112022
112012102,112212102
112012120,112012122
112012122,112212122
112012200,112212200
112012201,112212201
112012202,112112202
112012210,112212210
112012212,112212212
112012220,112112220
112012221,112212221
112020000,112220000
112020001,112020201
112020002,112020012
112020010,112020210
112020012,112220012
112020020,112021020
112020021,112220021
112020100,112220100
112020102,112220102
112020112,112022112
112020120,112220120
112020121,112220121
112020122,112021122
112020200,112120200
112020201,112220201
112020210,112220210
112020211,112220211
112020212,112120212
112020221,112120221
112021000,112021200
112021002,112221002
112021012,112021212
112021020,112221020
112021021,112021221
112021022,112121022
112021102,112221102
112021120,112221120
112021122,112221122
112021200,112221200
112021201,112221201
112021202,112121202
112021210,112221210
112021212,112221212
112021220,112121220
112021221,112221221
112022000,112022010
112022001,112022021
112022010,112222010
112022011,112222011
112022012,112122012
112022021,112122021
112022100,112022120
112022101,112222101
112022102,112022112
112022110,112222110
112022112,112222112
112022120,112022121
112022121,112222121
112022201,112122201
112022210,112122210
112022211,112222211
112100002,112102002
112100020,112100220
112100022,112120022
112100122,112120122
112100200,112120200
112100202,112120202
112100212,112120212
112100220,112102220
112100221,112120221
112100222,112110222
112101022,112101222
112101202,112121202
112101220,112121220
112101222,112121222
112102000,112102002
112102002,112122002
112102012,112122012
112102020,112122020
112102021,112122021
112102022,112112022
112102102,112122102
112102120,112122120
112102122,112122122
112102200,112102220
112102201,112122201
112102202,112112202
112102210,112122210
112102212,112122212
112102220,112112220
112102221,112122221
112110022,112112022
112110202,112112202
112110220,112110222
112110222,112112222
112112002,112112202
112112020,112112022
112112022,112112222
112112200,112112202
112112202,112112222
112112220,112112222
112120000,112120200
112120002,112120022
112120012,112122012
112120020,112122020
112120021,112120221
112120022,112121022
112120102,112122102
112120120,112122120
112120122,112122122
112120200,112122200
112120201,112122201
112120202,112121202
112120210,112122210
112120212,112122212
112120220,112121220
112120221,112122221
112121002,112121202
112121020,112121220
112121022,112121222
112121200,112121220
112121202,112121222
112121220,112121222
112122000,112122020
112122001,112122201
112122002,112122012
112122010,112122210
112122012,112122212
112122020,112122021
112122021,112122221
112122100,112122120
112122102,112122122
112122120,112122122
112122200,112122210
112122201,112122221
112122210,112122212
112200000,112200020
112200001,112220001
112200002,112201002
112200010,112220010
112200012,112220012
112200020,112201020
112200021,112220021
112200100,112202100
112200102,112220102
112200112,112202112
112200120,112220120
112200121,112220121
112200122,112210122
112200200,112201200
112200201,112202201
112200210,112202210
112200211,112220211
112200212,112201212
112200221,112201221
112201000,112221000
112201002,112221002
112201012,112221012
112201020,112221020
112201021,112221021
112201022,112211022
112201102,112221102
112201120,112221120
112201122,112221122
112201200,112201220
112201201,112221201
112201202,112211202
112201210,112221210
112201212,112221212
112201220,112211220
112201221,112221221
112202000,112202100
112202001,112202201
112202010,112202210
112202011,112222011
112202012,112202112
112202021,112202121
112202100,112202120
112202101,112222101
112202102,112212102
112202110,112222110
112202112,112222112
112202120,112212120
112202121,112222121
112202201,112202211
112202210,112202211
112202211,112222211
112210000,112212000
112210002,112210202
112210012,112212012
112210020,112212020
112210021,112212021
112210022,112211022
112210102,112212102
112210120,112210122
112210122,112212122
112210200,112212200
112210201,112212201
112210202,112211202
112210210,112212210
112210212,112212212
112210220,112211220
112210221,112212221
112211002,112211022
112211020,112211022
112211022,112211222
112211200,112211220
112211202,112211222
112211220,112211222
112212000,112212200
112212001,112212201
112212002,112212102
112212010,112212210
112212012,112212212
112212020,112212120
112212021,112212221
112212100,112212102
112212102,112212122
112212120,112212122
112212200,112212210
112212201,112212221
112212210,112212212
112220000,112220010
112220001,112220021
112220010,112220012
112220011,112222011
112220012,112221012
112220021,112221021
112220100,112220120
112220101,112222101
112220102,112221102
112220110,112222110
112220112,112222112
112220120,112221120
112220121,112222121
112220201,112221201
112220210,112221210
112220211,112222211
112221000,112221020
112221001,112221201
112221002,112221102
112221010,112221210
112221012,112221212
112221020,112221120
112221021,112221221
112221100,112221120
112221102,112221122
112221120,112221122
112221200,112221210
112221201,112221221
112221210,112221212
112222001,112222101
112222010,112222110
112222011,112222211
112222100,112222110
112222101,112222121
112222110,112222112
120000000,122000000
120000001,120020001
120000002,120000012
120000010,120000210
120000012,120200012
120000020,121000020
120000021,122000021
120000100,120200100
120000102,120200102
120000112,120200112
120000120,122000120
120000121,120020121
120000122,121000122
120000200,120000210
120000201,120200201
120000210,120200210
120000211,120020211
120000212,121000212
120000221,121000221
120001000,120021000
120001002,122001002
120001012,120201012
120001020,122001020
120001021,120021021
120001022,121001022
120001102,120201102
120001120,120021120
120001122,122001122
120001200,120201200
120001201,122001201
120001202,121001202
120001210,120021210
120001212,120201212
120001220,121001220
120001221,122001221
120002000,121002000
120002001,122002001
120002010,120002210
120002011,122002011
120002012,120012012
120002021,121002021
120002100,122002100
120002101,122002101
120002102,121002102
120002110,122002110
120002112,120202112
120002120,121002120
120002121,122002121
120002201,121002201
120002210,121002210
120002211,122002211
120010000,120010002
120010002,120210002
120010012,122010012
120010020,120210020
120010021,122010021
120010022,121010022
120010102,122010102
120010120,122010120
120010122,120210122
120010200,120210200
120010201,122010201
120010202,121010202
120010210,120010212
120010212,120210212
120010220,121010220
120010221,122010221
120011002,120211002
120011020,122011020
120011022,122011022
120011122,122011122
120011200,122011200
120011202,122011202
120011212,120211212
120011220,122011220
120011221,122011221
120011222,121011222
120012000,120212000
120012001,122012001
120012002,120012012
120012010,120012012
120012012,120212012
120012020,121012020
120012021,122012021
120012100,122012100
120012102,120212102
120012112,122012112
120012120,120212120
120012121,122012121
120012122,121012122
120012200,121012200
120012201,122012201
120012210,120212210
120012211,122012211
120012212,121012212
120012221,121012221
120020000,121020000
120020001,122020001
120020010,120020012
120020011,120020211
120020012,121020012
120020021,121020021
120020100,122020100
120020101,120020121
120020102,121020102
120020110,122020110
120020112,122020112
120020120,121020120
120020121,122020121
120020201,120120201
120020210,121020210
120020211,120220211
120021000,122021000
120021001,120021021
120021002,121021002
120021010,120021210
120021012,120221012
120021020,121021020
120021021,122021021
120021100,120021120
120021102,122021102
120021112,120221112
120021120,122021120
120021121,122021121
120021122,121021122
120021200,120121200
120021201,120221201
120021210,120221210
120021211,122021211
120021212,121021212
120021221,121021221
120022001,121022001
120022010,121022010
120022011,122022011
120022100,121022100
120022101,122022101
120022110,122022110
120022111,120222111
120022112,121022112
120022121,121022121
120022211,121022211
120100000,120100200
120100002,122100002
120100012,120100212
120100020,122100020
120100021,120120021
120100022,121100022
120100102,122100102
120100120,122100120
120100122,122100122
120100200,120102200
120100201,120120201
120100202,121100202
120100210,120120210
120100212,122100212
120100220,121100220
120100221,122100221
120101002,122101002
120101020,120121020
120101022,122101022
120101122,122101122
120101200,120121200
120101202,122101202
120101212,120121212
120101220,122101220
120101221,120121221
120101222,121101222
120102000,120102200
120102001,122102001
120102002,121102002
120102010,120102210
120102012,120122012
120102020,121102020
120102021,122102021
120102100,122102100
120102102,122102102
120102112,122102112
120102120,122102120
120102121,122102121
120102122,121102122
120102200,121102200
120102201,122102201
120102210,122102210
120102211,120122211
120102212,121102212
120102221,121102221
120110002,122110002
120110020,122110020
120110022,122110022
120110122,122110122
120110200,122110200
120110202,122110202
120110212,120112212
120110220,122110220
120110221,122110221
120110222,121110222
120111022,122111022
120111202,122111202
120111220,122111220
120111222,122111222
120112000,122112000
120112002,120112202
120112012,122112012
120112020,122112020
120112021,122112021
120112022,121112022
120112102,122112102
120112120,122112120
120112122,122112122
120112200,122112200
120112201,122112201
120112202,121112202
120112210,120112212
120112212,122112212
120112220,121112220
120112221,122112221
120120000,122120000
120120001,120120021
120120002,121120002
120120010,120120210
120120012,122120012
120120020,121120020
120120021,122120021
120120100,122120100
120120102,122120102
120120112,122120112
120120120,122120120
120120121,122120121
120120122,121120122
120120200,120121200
120120201,120122201
120120210,120122210
120120211,122120211
120120212,121120212
120120221,121120221
120121000,120121020
120121002,122121002
120121012,120121212
120121020,122121020
120121021,122121021
120121022,121121022
120121102,122121102
120121120,122121120
120121122,122121122
120121200,120121202
120121201,122121201
120121202,121121202
120121210,122121210
120121212,122121212
120121220,121121220
120121221,122121221
120122000,121122000
120122001,122122001
120122010,122122010
120122011,120122211
120122012,121122012
120122021,121122021
120122100,122122100
120122101,122122101
120122102,121122102
120122110,122122110
120122112,122122112
120122120,121122120
120122121,122122121
120122201,121122201
120122210,121122210
120122211,122122211
120200000,121200000
120200001,122200001
120200010,122200010
120200011,122200011
120200012,121200012
120200021,121200021
120200100,122200100
120200101,122200101
120200102,120201102
120200110,120200112
120200112,122200112
120200120,120201120
120200121,122200121
120200201,121200201
120200210,121200210
120200211,122200211
120201000,122201000
120201001,122201001
120201002,121201002
120201010,120201012
120201012,122201012
120201020,120201120
120201021,122201021
120201100,120221100
120201102,122201102
120201112,122201112
120201120,122201120
120201121,120221121
120201122,121201122
120201200,120201210
120201201,122201201
120201210,120201212
120201211,122201211
120201212,121201212
120201221,121201221
120202001,121202001
120202010,121202010
120202011,122202011
120202100,121202100
120202101,122202101
120202110,122202110
120202111,120222111
120202112,121202112
120202121,121202121
120202211,121202211
120210000,122210000
120210001,122210001
120210002,120211002
120210010,120210012
120210012,120210212
120210020,121210020
120210021,122210021
120210100,122210100
120210102,120210122
120210112,122210112
120210120,120212120
120210121,122210121
120210122,120211122
120210200,121210200
120210201,122210201
120210210,122210210
120210211,122210211
120210212,121210212
120210221,121210221
120211000,120211002
120211002,122211002
120211012,122211012
120211020,122211020
120211021,122211021
120211022,121211022
120211102,122211102
120211120,122211120
120211122,122211122
120211200,122211200
120211201,122211201
120211202,121211202
120211210,120211212
120211212,122211212
120211220,121211220
120211221,122211221
120212000,121212000
120212001,122212001
120212010,120212210
120212011,122212011
120212012,121212012
120212021,121212021
120212100,120212120
120212101,122212101
