Current Board,Optimal Move
012000122,012010122
012000200,112000200
012000201,212000201
012000210,212000210
012000211,012020211
012000212,112000212
012000221,012100221
012001000,012201000
012001002,012201002
012001012,012021012
012001020,212001020
012001021,212001021
012001022,112001022
012001102,012201102
012001120,212001120
012001122,012201122
012001200,212001200
012001201,012021201
012001202,112001202
012001210,012021210
012001212,212001212
012001220,112001220
012001221,212001221
012002000,112002000
012002001,212002001
012002010,212002010
012002011,212002011
012002012,112002012
012002021,012102021
012002100,212002100
012002101,012002121
012002102,112002102
012002110,012002112
012002112,212002112
012002120,012012120
012002121,212002121
012002201,012102201
012002210,112002210
012002211,212002211
012010000,012010020
012010002,212010002
012010012,212010012
012010020,212010020
012010021,212010021
012010022,112010022
012010102,012012102
012010120,212010120
012010122,212010122
012010200,212010200
012010201,212010201
012010202,112010202
012010210,212010210
012010212,212010212
012010220,112010220
012010221,012012221
012011002,212011002
012011020,012211020
012011022,212011022
012011122,012211122
012011200,212011200
012011202,212011202
012011212,212011212
012011220,212011220
012011221,212011221
012011222,112011222
012012000,212012000
012012001,212012001
012012002,112012002
012012010,212012010
012012012,212012012
012012020,012112020
012012021,212012021
012012100,012012102
012012102,212012102
012012112,212012112
012012120,212012120
012012121,212012121
012012122,112012122
012012200,112012200
012012201,012012221
012012210,212012210
012012211,212012211
012012212,112012212
012012221,012112221
012020000,012020010
012020001,212020001
012020010,212020010
012020011,012020211
012020012,112020012
012020021,112020021
012020100,012020120
012020101,012020121
012020102,012020112
012020110,012020112
012020112,012220112
012020120,012021120
012020121,212020121
012020201,112020201
012020210,112020210
012020211,212020211
012021000,212021000
012021001,012021201
012021002,012121002
012021010,012021210
012021012,012221012
012021020,112021020
012021021,212021021
012021100,212021100
012021102,012221102
012021112,212021112
012021120,012221120
012021121,212021121
012021122,112021122
012021200,112021200
012021201,212021201
012021210,212021210
012021211,212021211
012021212,112021212
012021221,112021221
012022001,112022001
012022010,112022010
012022011,212022011
012022100,112022100
012022101,212022101
012022110,212022110
012022111,012222111
012022112,112022112
012022121,112022121
012022211,112022211
012100000,012100002
012100002,212100002
012100012,012102012
012100020,212100020
012100021,212100021
012100022,112100022
012100102,012102102
012100120,212100120
012100122,212100122
012100200,212100200
012100201,012120201
012100202,112100202
012100210,012120210
012100212,212100212
012100220,112100220
012100221,212100221
012101002,012121002
012101020,012121020
012101022,212101022
012101122,212101122
012101200,012121200
012101202,212101202
012101212,012121212
012101220,212101220
012101221,012121221
012101222,112101222
012102000,212102000
012102001,212102001
012102002,112102002
012102010,012102012
012102012,212102012
012102020,012112020
012102021,212102021
012102100,012102102
012102102,212102102
012102112,212102112
012102120,212102120
012102121,212102121
012102122,012112122
012102200,112102200
012102201,212102201
012102210,212102210
012102211,012122211
012102212,112102212
012102221,112102221
012110002,012112002
012110020,012112020
012110022,212110022
012110122,012112122
012110200,212110200
012110202,212110202
012110212,212110212
012110220,212110220
012110221,212110221
012110222,112110222
012111022,212111022
012111202,212111202
012111220,212111220
012111222,212111222
012112000,012112002
012112002,212112002
012112012,212112012
012112020,212112020
012112021,212112021
012112022,112112022
012112102,212112102
012112120,012112122
012112122,212112122
012112200,212112200
012112201,212112201
012112202,112112202
012112210,212112210
012112212,212112212
012112220,112112220
012112221,212112221
012120000,212120000
012120001,012120201
012120002,012121002
012120010,012120210
012120012,212120012
012120020,012121020
012120021,212120021
012120100,212120100
012120102,012120122
012120112,212120112
012120120,212120120
012120121,212120121
012120122,012121122
012120200,112120200
012120201,212120201
012120210,212120210
012120211,212120211
012120212,112120212
012120221,112120221
012121000,012121200
012121002,012121022
012121012,212121012
012121020,212121020
012121021,012121221
012121022,112121022
012121102,212121102
012121120,212121120
012121122,212121122
012121200,212121200
012121201,212121201
012121202,112121202
012121210,212121210
012121212,212121212
012121220,112121220
012121221,212121221
012122000,012122010
012122001,212122001
012122010,212122010
012122011,012122211
012122012,112122012
012122021,112122021
012122100,212122100
012122101,212122101
012122102,012122112
012122110,012122112
012122112,212122112
012122120,012122121
012122121,212122121
012122201,112122201
012122210,112122210
012122211,212122211
012200000,012201000
012200001,012200021
012200010,212200010
012200011,212200011
012200012,112200012
012200021,012201021
012200100,212200100
012200101,012200121
012200102,112200102
012200110,212200110
012200112,212200112
012200120,112200120
012200121,212200121
012200201,012201201
012200210,112200210
012200211,012202211
012201000,012201020
012201001,012201201
012201002,112201002
012201010,012221010
012201012,212201012
012201020,112201020
012201021,212201021
012201100,012221100
012201102,012201122
012201112,012221112
012201120,212201120
012201121,212201121
012201122,112201122
012201200,012201201
012201201,012201221
012201210,012201212
012201211,212201211
012201212,112201212
012201221,112201221
012202001,112202001
012202010,112202010
012202011,212202011
012202100,112202100
012202101,212202101
012202110,212202110
012202111,012222111
012202112,112202112
012202121,112202121
012202211,112202211
012210000,012210020
012210001,212210001
012210002,112210002
012210010,212210010
012210012,212210012
012210020,012211020
012210021,012212021
012210100,012210120
012210102,212210102
012210112,212210112
012210120,212210120
012210121,212210121
012210122,112210122
012210200,112210200
012210201,012212201
012210210,012212210
012210211,212210211
012210212,112210212
012210221,012211221
012211000,012211020
012211002,212211002
012211012,212211012
012211020,212211020
012211021,212211021
012211022,112211022
012211102,012211122
012211120,212211120
012211122,212211122
012211200,012211220
012211201,212211201
012211202,112211202
012211210,212211210
012211212,212211212
012211220,112211220
012211221,212211221
012212000,112212000
012212001,012212021
012212010,212212010
012212011,212212011
012212012,112212012
012212021,012212121
012212100,212212100
012212101,212212101
012212102,112212102
012212110,212212110
012212112,212212112
012212120,112212120
012212121,212212121
012212201,112212201
012212210,112212210
012212211,212212211
012220001,112220001
012220010,112220010
012220011,212220011
012220100,112220100
012220101,212220101
012220110,212220110
012220111,012222111
012220112,112220112
012220121,112220121
012220211,112220211
012221000,112221000
012221001,212221001
012221010,212221010
012221011,012221211
012221012,112221012
012221021,112221021
012221100,012221120
012221101,012221121
012221102,112221102
012221110,012221112
012221112,212221112
012221120,112221120
012221121,212221121
012221201,112221201
012221210,112221210
012221211,212221211
012222011,112222011
012222101,112222101
012222110,112222110
012222111,212222111
020000000,020000010
020000001,020200001
020000010,020200010
020000011,020000211
020000012,120000012
020000021,020100021
020000100,020200100
020000101,020000121
020000102,020000112
020000110,020000112
020000112,020200112
020000120,020001120
020000121,220000121
020000201,020000211
020000210,120000210
020000211,020002211
020001000,020201000
020001001,022001001
020001002,020001012
020001010,020001210
020001012,020201012
020001020,120001020
020001021,220001021
020001100,020021100
020001102,020201102
020001112,220001112
020001120,220001120
020001121,020021121
020001122,120001122
020001200,020001210
020001201,220001201
020001210,020001212
020001211,022001211
020001212,120001212
020001221,120001221
020002001,021002001
020002010,120002010
020002011,020002211
020002100,120002100
020002101,220002101
020002110,220002110
020002111,220002111
020002112,120002112
020002121,120002121
020002211,021002211
020010000,020010020
020010001,220010001
020010002,020010012
020010010,220010010
020010012,020210012
020010020,120010020
020010021,020012021
020010100,022010100
020010102,020210102
020010112,022010112
020010120,020210120
020010121,220010121
020010122,120010122
020010200,020010210
020010201,020012201
020010210,020012210
020010211,220010211
020010212,120010212
020010221,021010221
020011000,020211000
020011002,020211002
020011012,020211012
020011020,020211020
020011021,220011021
020011022,120011022
020011102,220011102
020011120,220011120
020011122,020211122
020011200,220011200
020011201,220011201
020011202,120011202
020011210,020211210
020011212,220011212
020011220,120011220
020011221,220011221
020012000,020112000
020012001,020012021
020012010,020212010
020012011,220012011
020012012,120012012
020012021,021012021
020012100,020212100
020012101,220012101
020012102,120012102
020012110,220012110
020012112,220012112
020012120,120012120
020012121,020212121
020012201,021012201
020012210,021012210
020012211,220012211
020020001,120020001
020020010,120020010
020020011,220020011
020020100,021020100
020020101,220020101
020020110,220020110
020020111,220020111
020020112,021020112
020020121,120020121
020020211,120020211
020021000,020121000
020021001,220021001
020021010,020221010
020021011,220021011
020021012,120021012
020021021,120021021
020021100,220021100
020021101,020021121
020021102,021021102
020021110,020021112
020021112,022021112
020021120,120021120
020021121,220021121
020021201,120021201
020021210,120021210
020021211,220021211
020022011,120022011
020022101,120022101
020022110,120022110
020022111,220022111
020100000,020102000
020100001,020120001
020100002,020100012
020100010,020100210
020100012,020100212
020100020,021100020
020100021,220100021
020100100,220100100
020100102,220100102
020100112,220100112
020100120,220100120
020100121,020120121
020100122,021100122
020100200,020100210
020100201,020102201
020100210,020102210
020100211,022100211
020100212,120100212
020100221,120100221
020101000,020121000
020101002,220101002
020101012,020121012
020101020,220101020
020101021,020121021
020101022,120101022
020101102,220101102
020101120,020121120
020101122,220101122
020101200,220101200
020101201,220101201
020101202,120101202
020101210,020121210
020101212,220101212
020101220,120101220
020101221,220101221
020102000,021102000
020102001,020102201
020102010,020122010
020102011,020102211
020102012,020112012
020102021,021102021
020102100,220102100
020102101,220102101
020102102,021102102
020102110,220102110
020102112,220102112
020102120,021102120
020102121,220102121
020102201,021102201
020102210,120102210
020102211,220102211
020110000,020112000
020110002,220110002
020110012,020112012
020110020,020112020
020110021,220110021
020110022,120110022
020110102,220110102
020110120,220110120
020110122,220110122
020110200,020112200
020110201,220110201
020110202,120110202
020110210,020112210
020110212,220110212
020110220,120110220
020110221,020112221
020111002,220111002
020111020,220111020
020111022,220111022
020111122,220111122
020111200,220111200
020111202,220111202
020111212,220111212
020111220,220111220
020111221,220111221
020111222,120111222
020112000,020112200
020112001,220112001
020112002,020112012
020112010,022112010
020112012,220112012
020112020,120112020
020112021,020112221
020112100,220112100
020112102,220112102
020112112,022112112
020112120,220112120
020112121,220112121
020112122,120112122
020112200,021112200
020112201,020112221
020112210,220112210
020112211,220112211
020112212,120112212
020112221,021112221
020120000,020121000
020120001,220120001
020120010,020122010
020120011,020120211
020120012,021120012
020120021,120120021
020120100,220120100
020120101,020120121
020120102,021120102
020120110,220120110
020120112,022120112
020120120,021120120
020120121,220120121
020120201,120120201
020120210,120120210
020120211,220120211
020121000,220121000
020121001,020121021
020121002,021121002
020121010,220121010
020121012,022121012
020121020,120121020
020121021,220121021
020121100,020121120
020121102,022121102
020121112,220121112
020121120,220121120
020121121,220121121
020121122,021121122
020121200,120121200
020121201,220121201
020121210,220121210
020121211,022121211
020121212,120121212
020121221,120121221
020122001,021122001
020122010,021122010
020122011,220122011
020122100,021122100
020122101,220122101
020122110,220122110
020122111,220122111
020122112,021122112
020122121,021122121
020122211,120122211
020200001,120200001
020200010,120200010
020200011,220200011
020200100,120200100
020200101,220200101
020200110,020200112
020200111,220200111
020200112,120200112
020200121,120200121
020200211,120200211
020201000,120201000
020201001,220201001
020201010,020221010
020201011,220201011
020201012,120201012
020201021,120201021
020201100,020201102
020201101,220201101
020201102,120201102
020201110,020201112
020201112,220201112
020201120,120201120
020201121,220201121
020201201,120201201
020201210,020211210
020201211,022201211
020202011,120202011
020202101,120202101
020202110,120202110
020202111,220202111
020210000,020211000
020210001,020212001
020210010,020212010
020210011,220210011
020210012,120210012
020210021,021210021
020210100,020210120
020210101,220210101
020210102,120210102
020210110,220210110
020210112,220210112
020210120,120210120
020210121,020212121
020210201,021210201
020210210,021210210
020210211,022210211
020211000,020211020
020211001,220211001
020211002,120211002
020211010,220211010
020211012,220211012
020211020,120211020
020211021,220211021
020211100,022211100
020211102,020211122
020211112,022211112
020211120,020211122
020211121,220211121
020211122,120211122
020211200,020211210
020211201,022211201
020211210,022211210
020211211,220211211
020211212,120211212
020211221,120211221
020212001,021212001
020212010,120212010
020212011,220212011
020212100,120212100
020212101,020212121
020212110,220212110
020212111,220212111
020212112,120212112
020212121,120212121
020212211,021212211
020220011,120220011
020220101,120220101
020220110,120220110
020220111,220220111
020221001,120221001
020221010,120221010
020221011,220221011
020221100,120221100
020221101,220221101
020221110,220221110
020221111,220221111
020221112,120221112
020221121,120221121
020221211,120221211
020222111,120222111
021000000,221000000
021000001,021002001
021000002,021000012
021000010,021000210
021000012,021200012
021000020,121000020
021000021,221000021
021000100,021020100
021000102,021200102
021000112,021020112
021000120,221000120
021000121,021020121
021000122,121000122
021000200,021000210
021000201,021002201
021000210,021020210
021000211,021002211
021000212,121000212
021000221,121000221
021001000,021001002
021001002,021201002
021001012,021201012
021001020,221001020
021001021,021021021
021001022,121001022
021001102,021021102
021001120,021021120
021001122,221001122
021001200,221001200
021001201,221001201
021001202,121001202
021001210,021001212
021001212,221001212
021001220,121001220
021001221,221001221
021002000,121002000
021002001,221002001
021002010,221002010
021002011,021002211
021002012,121002012
021002021,021102021
021002100,221002100
021002101,221002101
021002102,121002102
021002110,221002110
021002112,221002112
021002120,121002120
021002121,221002121
021002201,021102201
021002210,121002210
021002211,221002211
021010000,021010200
021010002,021012002
021010012,021010212
021010020,021012020
021010021,221010021
021010022,121010022
021010102,221010102
021010120,221010120
021010122,221010122
021010200,021012200
021010201,221010201
021010202,121010202
021010210,221010210
021010212,021012212
021010220,121010220
021010221,021012221
021011002,221011002
021011020,221011020
021011022,221011022
021011122,221011122
021011200,221011200
021011202,221011202
021011212,021211212
021011220,221011220
021011221,221011221
021011222,121011222
021012000,221012000
021012001,221012001
021012002,121012002
021012010,021012210
021012012,221012012
021012020,121012020
021012021,021212021
021012100,221012100
021012102,221012102
021012112,221012112
021012120,221012120
021012121,221012121
021012122,121012122
021012200,021112200
021012201,021012221
021012210,021012212
021012211,221012211
021012212,121012212
021012221,021112221
021020000,121020000
021020001,221020001
021020010,021020210
021020011,221020011
021020012,121020012
021020021,121020021
021020100,221020100
021020101,021020121
021020102,021021102
021020110,021020112
021020112,021220112
021020120,121020120
021020121,221020121
021020201,121020201
021020210,121020210
021020211,221020211
021021000,221021000
021021001,021021021
021021002,021121002
021021010,021021012
021021012,021221012
021021020,121021020
021021021,221021021
021021100,021021120
021021102,021221102
021021112,221021112
021021120,221021120
021021121,221021121
021021122,121021122
021021200,121021200
021021201,221021201
021021210,221021210
021021211,221021211
021021212,121021212
021021221,121021221
021022001,121022001
021022010,121022010
021022011,221022011
021022100,121022100
021022101,221022101
021022110,221022110
021022111,021222111
021022112,121022112
021022121,121022121
021022211,121022211
021100000,021120000
021100002,021102002
021100012,021120012
021100020,221100020
021100021,021120021
021100022,121100022
021100102,221100102
021100120,021120120
021100122,221100122
021100200,221100200
021100201,021102201
021100202,121100202
021100210,021120210
021100212,021102212
021100220,121100220
021100221,221100221
021101002,021121002
021101020,021121020
021101022,221101022
021101122,021121122
021101200,221101200
021101202,221101202
021101212,021121212
021101220,221101220
021101221,021121221
021101222,121101222
021102000,221102000
021102001,021122001
021102002,021102012
021102010,021102210
021102012,021102212
021102020,021102021
021102021,221102021
021102100,221102100
021102102,221102102
021102112,221102112
021102120,221102120
021102121,021122121
021102122,121102122
021102200,121102200
021102201,221102201
021102210,221102210
021102211,221102211
021102212,121102212
021102221,121102221
021110002,221110002
021110020,221110020
021110022,221110022
021110122,221110122
021110200,021112200
021110202,221110202
021110212,021112212
021110220,221110220
021110221,221110221
021110222,121110222
021111022,221111022
021111202,221111202
021111220,221111220
021111222,221111222
021112000,021112200
021112002,221112002
021112012,021112212
021112020,221112020
021112021,221112021
021112022,121112022
021112102,221112102
021112120,221112120
021112122,221112122
021112200,221112200
021112201,221112201
021112202,121112202
021112210,221112210
021112212,221112212
021112220,121112220
021112221,221112221
021120000,221120000
021120001,021120021
021120002,021121002
021120010,021120210
021120012,021122012
021120020,121120020
021120021,221120021
021120100,021120120
021120102,021122102
021120112,221120112
021120120,221120120
021120121,221120121
021120122,021121122
021120200,121120200
021120201,221120201
021120210,021122210
021120211,021122211
021120212,121120212
021120221,121120221
021121000,021121020
021121002,021121202
021121012,221121012
021121020,221121020
021121021,221121021
021121022,121121022
021121102,221121102
021121120,221121120
021121122,221121122
021121200,221121200
021121201,021121221
021121202,121121202
021121210,021121212
021121212,221121212
021121220,121121220
021121221,221121221
021122000,021122001
021122001,221122001
021122010,021122210
021122011,021122211
021122012,121122012
021122021,121122021
021122100,221122100
021122101,021122121
021122102,021122112
021122110,221122110
021122112,221122112
021122120,021122121
021122121,221122121
021122201,121122201
021122210,121122210
021122211,221122211
021200000,121200000
021200001,221200001
021200010,021200012
021200011,221200011
021200012,121200012
021200021,121200021
021200100,221200100
021200101,221200101
021200102,121200102
021200110,221200110
021200112,221200112
021200120,121200120
021200121,221200121
021200201,121200201
021200210,021210210
021200211,021220211
021201000,021201002
021201001,221201001
021201002,121201002
021201010,021201012
021201012,221201012
021201020,121201020
021201021,221201021
021201100,221201100
021201102,221201102
021201112,021221112
021201120,221201120
021201121,021221121
021201122,121201122
021201200,121201200
021201201,021221201
021201210,021221210
021201211,221201211
021201212,121201212
021201221,121201221
021202001,121202001
021202010,121202010
021202011,221202011
021202100,121202100
021202101,221202101
021202110,221202110
021202111,021222111
021202112,121202112
021202121,121202121
021202211,121202211
021210000,021212000
021210001,221210001
021210002,121210002
021210010,021210210
021210012,021212012
021210020,121210020
021210021,021212021
021210100,221210100
021210102,221210102
021210112,221210112
021210120,221210120
021210121,221210121
021210122,121210122
021210200,021210210
021210201,021212201
021210210,021212210
021210211,221210211
021210212,121210212
021210221,121210221
021211000,221211000
021211002,221211002
021211012,021211212
021211020,221211020
021211021,221211021
021211022,121211022
021211102,221211102
021211120,221211120
021211122,221211122
021211200,021211220
021211201,221211201
021211202,121211202
021211210,221211210
021211212,221211212
021211220,121211220
021211221,221211221
021212000,121212000
021212001,021212021
021212010,021212012
021212011,221212011
021212012,121212012
021212021,121212021
021212100,221212100
021212101,221212101
021212102,121212102
021212110,221212110
021212112,221212112
021212120,121212120
021212121,221212121
021212201,021212211
021212210,121212210
021212211,221212211
021220001,121220001
021220010,121220010
021220011,221220011
021220100,121220100
021220101,221220101
021220110,221220110
021220111,021222111
021220112,121220112
021220121,121220121
021220211,121220211
021221000,121221000
021221001,221221001
021221010,221221010
021221011,221221011
021221012,121221012
021221021,121221021
021221100,221221100
021221101,021221121
021221102,121221102
021221110,021221112
021221112,221221112
021221120,121221120
021221121,221221121
021221201,121221201
021221210,121221210
021221211,221221211
021222011,121222011
021222101,121222101
021222110,121222110
021222111,221222111
022000001,022001001
022000010,022010010
022000011,022200011
022000100,022001100
022000101,022200101
022000110,022200110
022000111,222000111
022000112,022010112
022000121,022001121
022000211,022100211
022001000,022001001
022001001,022201001
022001010,022201010
022001011,222001011
022001012,022001112
022001021,022001121
022001100,022201100
022001101,222001101
022001102,022001112
022001110,222001110
022001112,022201112
022001120,022001121
022001121,022201121
022001201,022001211
022001210,022001211
022001211,022201211
022002011,122002011
022002101,122002101
022002110,122002110
022002111,022202111
022010000,022010010
022010001,022210001
022010010,022210010
022010011,222010011
022010012,022010112
022010021,022110021
022010100,022210100
022010101,222010101
022010102,022010112
022010110,222010110
022010112,022210112
022010120,122010120
022010121,022210121
022010201,022110201
022010210,122010210
022010211,022210211
022011000,022211000
022011001,222011001
022011002,122011002
022011010,222011010
022011012,022211012
022011020,122011020
022011021,022211021
022011100,222011100
022011102,022211102
022011112,222011112
022011120,022211120
022011121,222011121
022011122,122011122
022011200,122011200
022011201,022211201
022011210,022211210
022011211,222011211
022011212,122011212
022011221,122011221
022012001,022112001
022012010,022112010
022012011,022212011
022012100,122012100
022012101,022212101
022012110,022212110
022012111,222012111
022012112,122012112
022012121,022112121
022012211,022112211
022020011,122020011
022020101,122020101
022020110,122020110
022020111,022220111
022021001,122021001
022021010,022121010
022021011,022221011
022021100,122021100
022021101,022221101
022021110,022221110
022021111,222021111
022021112,122021112
022021121,122021121
022021211,122021211
022022111,122022111
022100000,022100010
022100001,022120001
022100010,022120010
022100011,222100011
022100012,122100012
022100021,122100021
022100100,022120100
022100101,222100101
022100102,022110102
022100110,222100110
022100112,022120112
022100120,022110120
022100121,022102121
022100201,022100211
022100210,022100211
022100211,022102211
022101000,022121000
022101001,222101001
022101002,122101002
022101010,222101010
022101012,022121012
022101020,122101020
022101021,022101221
022101100,222101100
022101102,022121102
022101112,222101112
022101120,022101122
022101121,222101121
022101122,122101122
022101200,122101200
022101201,022101221
022101210,022101212
022101211,222101211
022101212,122101212
022101221,122101221
022102001,122102001
022102010,022112010
022102011,022122011
022102100,022112100
022102101,022122101
022102110,022122110
022102111,222102111
022102112,022112112
022102121,022112121
022102211,122102211
022110000,022112000
022110001,222110001
022110002,122110002
022110010,222110010
022110012,022110212
022110020,122110020
022110021,022112021
022110100,222110100
022110102,022110122
022110112,222110112
022110120,022112120
022110121,222110121
022110122,122110122
022110200,122110200
022110201,022112201
022110210,022112210
022110211,222110211
022110212,122110212
022110221,122110221
022111000,222111000
022111002,022111202
022111012,222111012
022111020,022111220
022111021,222111021
022111022,122111022
022111102,222111102
022111120,222111120
022111122,222111122
022111200,022111220
022111201,222111201
022111202,122111202
022111210,222111210
022111212,222111212
022111220,122111220
022111221,222111221
022112000,022112010
022112001,022112201
022112010,022112210
022112011,222112011
022112012,122112012
022112021,022112121
022112100,022112120
022112101,222112101
022112102,022112112
022112110,222112110
022112112,222112112
022112120,022112121
022112121,222112121
022112201,022112211
022112210,122112210
022112211,222112211
022120001,022121001
022120010,022121010
022120011,022122011
022120100,022121100
022120101,022122101
022120110,022122110
022120111,222120111
022120112,022121112
022120121,022121121
022120211,122120211
022121000,022121010
022121001,222121001
022121010,022121012
022121011,222121011
022121012,122121012
022121021,122121021
022121100,022121102
022121101,222121101
022121102,022121112
022121110,222121110
022121112,222121112
022121120,022121121
022121121,222121121
022121201,122121201
022121210,122121210
022121211,222121211
022122011,122122011
022122101,122122101
022122110,122122110
022122111,222122111
022200011,122200011
022200101,122200101
022200110,122200110
022200111,022220111
022201001,122201001
022201010,022211010
022201011,022221011
022201100,022211100
022201101,022221101
022201110,022221110
022201111,222201111
022201112,122201112
022201121,122201121
022201211,122201211
022202111,122202111
022210001,022211001
022210010,022211010
022210011,022212011
022210100,022211100
022210101,022212101
022210110,022212110
022210111,222210111
022210112,122210112
022210121,022211121
022210211,022211211
022211000,022211100
022211001,022211201
022211010,022211210
022211011,222211011
022211012,122211012
022211021,022211121
022211100,022211120
022211101,222211101
022211102,122211102
022211110,222211110
022211112,222211112
022211120,122211120
022211121,222211121
022211201,022211211
022211210,122211210
022211211,222211211
022212011,122212011
022212101,122212101
022212110,122212110
022212111,222212111
022220111,122220111
022221011,122221011
022221101,122221101
022221110,122221110
022221111,222221111
100000000,100020000
100000002,120000002
100000012,120000012
100000020,102000020
100000021,100020021
100000022,100001022
100000102,100200102
100000120,100200120
100000122,100200122
100000200,120000200
100000201,100020201
100000202,100100202
100000210,120000210
100000212,120000212
100000220,100100220
100000221,100200221
100001002,100201002
100001020,100021020
100001022,120001022
100001122,100201122
100001200,100001202
100001202,120001202
100001212,120001212
100001220,120001220
100001221,120001221
100001222,110001222
100002000,120002000
100002001,100022001
100002002,100002012
100002010,100022010
100002012,120002012
100002020,110002020
100002021,102002021
100002100,100202100
100002102,120002102
100002112,102002112
100002120,120002120
100002121,120002121
100002122,110002122
100002200,100102200
100002201,120002201
100002210,120002210
100002211,100022211
100002212,100102212
100002221,110002221
100010002,102010002
100010020,100010022
100010022,120010022
100010122,120010122
100010200,100010202
100010202,120010202
100010212,120010212
100010220,120010220
100010221,120010221
100010222,110010222
100011022,100011222
100011202,100011222
100011220,100011222
100011222,120011222
100012000,100012002
100012002,120012002
100012012,102012012
100012020,120012020
100012021,120012021
100012022,110012022
100012102,102012102
100012120,120012120
100012122,120012122
100012200,120012200
100012201,120012201
100012202,100112202
100012210,120012210
100012212,120012212
100012220,110012220
100012221,120012221
100020000,100020002
100020001,120020001
100020002,100021002
100020010,100220010
100020012,120020012
100020020,100021020
100020021,102020021
100020100,100220100
100020102,120020102
100020112,100220112
100020120,102020120
100020121,120020121
100020122,110020122
100020200,100120200
100020201,120020201
100020210,120020210
100020211,102020211
100020212,100120212
100020221,100120221
100021000,120021000
100021002,100221002
100021012,120021012
100021020,102021020
100021021,120021021
100021022,110021022
100021102,100221102
100021120,120021120
100021122,102021122
100021200,120021200
100021201,102021201
100021202,100121202
100021210,102021210
100021212,120021212
100021220,100121220
100021221,100221221
100022000,100022010
100022001,120022001
100022010,120022010
100022011,100222011
100022012,110022012
100022021,110022021
100022100,120022100
100022101,100222101
100022102,110022102
100022110,100222110
100022112,120022112
100022120,110022120
100022121,102022121
100022201,100022211
100022210,100022211
100022211,120022211
100100002,100100202
100100020,100100220
100100022,120100022
100100122,120100122
100100200,100100220
100100202,120100202
100100212,102100212
100100220,120100220
100100221,100120221
100100222,110100222
100101022,100101222
100101202,100101222
100101220,100101222
100101222,120101222
100102000,100102200
100102002,120102002
100102012,102102012
100102020,120102020
100102021,120102021
100102022,110102022
100102102,120102102
100102120,120102120
100102122,120102122
100102200,120102200
100102201,100122201
100102202,100112202
100102210,102102210
100102212,120102212
100102220,110102220
100102221,120102221
100110022,100110222
100110202,100110222
100110220,100110222
100110222,120110222
100111222,120111222
100112002,102112002
100112020,120112020
100112022,120112022
100112122,120112122
100112200,100112202
100112202,120112202
100112212,102112212
100112220,120112220
100112221,120112221
100112222,110112222
100120000,100120200
100120002,120120002
100120012,100120212
100120020,102120020
100120021,120120021
100120022,110120022
100120102,120120102
100120120,120120120
100120122,120120122
100120200,120120200
100120201,102120201
100120202,100121202
100120210,102120210
100120212,120120212
100120220,100121220
100120221,100122221
100121002,100121202
100121020,120121020
100121022,102121022
100121122,120121122
100121200,102121200
100121202,120121202
100121212,102121212
100121220,120121220
100121221,120121221
100121222,110121222
100122000,120122000
100122001,100122201
100122002,110122002
100122010,100122210
100122012,120122012
100122020,110122020
100122021,102122021
100122100,120122100
100122102,120122102
100122112,120122112
100122120,120122120
100122121,120122121
100122122,110122122
100122200,100122210
100122201,120122201
100122210,120122210
100122211,102122211
100122212,110122212
100122221,110122221
100200000,120200000
100200001,100220001
100200002,100201002
100200010,100220010
100200012,120200012
100200020,100201020
100200021,102200021
100200100,100220100
100200102,120200102
100200112,100202112
100200120,102200120
100200121,100220121
100200122,100201122
100200200,100201200
100200201,120200201
100200210,120200210
100200211,100220211
100200212,100201212
100200221,110200221
100201000,102201000
100201002,120201002
100201012,120201012
100201020,102201020
100201021,120201021
100201022,100211022
100201102,120201102
100201120,102201120
100201122,102201122
100201200,120201200
100201201,120201201
100201202,100211202
100201210,120201210
100201212,120201212
100201220,110201220
100201221,120201221
100202000,100202100
100202001,120202001
100202010,120202010
100202011,100222011
100202012,100202112
100202021,110202021
100202100,120202100
100202101,100222101
100202102,100202112
100202110,100222110
100202112,120202112
100202120,110202120
100202121,120202121
100202201,110202201
100202210,110202210
100202211,120202211
100210000,100210002
100210002,120210002
100210012,120210012
100210020,120210020
100210021,120210021
100210022,100211022
100210102,102210102
100210120,120210120
100210122,120210122
100210200,120210200
100210201,120210201
100210202,100211202
100210210,120210210
100210212,120210212
100210220,110210220
100210221,120210221
100211002,120211002
100211020,100211022
100211022,120211022
100211122,102211122
100211200,100211202
100211202,120211202
100211212,120211212
100211220,120211220
100211221,120211221
100211222,110211222
100212000,120212000
100212001,120212001
100212002,110212002
100212010,120212010
100212012,120212012
100212020,110212020
100212021,120212021
100212100,120212100
100212102,120212102
100212112,102212112
100212120,120212120
100212121,120212121
100212122,110212122
100212200,110212200
100212201,120212201
100212210,120212210
100212211,120212211
100212212,101212212
100212221,110212221
100220000,100220100
100220001,120220001
100220010,120220010
100220011,100222011
100220012,100221012
100220021,100220121
100220100,120220100
100220101,100222101
100220102,100221102
100220110,100222110
100220112,120220112
100220120,100220121
100220121,102220121
100220201,100220211
100220210,100220211
100220211,120220211
100221000,100221002
100221001,102221001
100221002,100221102
100221010,102221010
100221012,120221012
100221020,100221120
100221021,102221021
100221100,120221100
100221102,102221102
100221112,120221112
100221120,102221120
100221121,120221121
100221122,110221122
100221200,100221210
100221201,120221201
100221210,120221210
100221211,102221211
100221212,110221212
100221221,110221221
100222001,110222001
100222010,110222010
100222011,120222011
100222100,110222100
